front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
S,4,2,4,15,Yes,10,No,No,Yes,Yes,No,No,No,500,2,Yes,No,No,No,No,اليرموك,East of Riyadh,2200000.0,4400.0
N,5,2,4,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,228,0,No,No,No,No,No,بدر,South of Riyadh,880000.0,3859.6491228070176
E,5,4,5,20,No,0,No,Yes,Yes,Yes,No,Yes,No,455,2,Yes,Yes,No,No,No,السعادة,East of Riyadh,2500000.0,5494.505494505494
N,7,3,5,15,No,0,Yes,Yes,Yes,Yes,Yes,Yes,No,440,2,Yes,No,No,No,No,الروابي,East of Riyadh,2000000.0,4545.454545454545
S,5,2,3,16,No,9,Yes,No,Yes,Yes,No,Yes,No,350,1,Yes,No,No,No,No,قرطبة,East of Riyadh,2500000.0,7142.857142857143
N,5,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,281,0,Yes,No,No,Yes,No,السويدي,West of Riyadh,1380000.0,4911.032028469751
N,7,1,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,400,2,Yes,No,No,No,No,النهضة,East of Riyadh,2100000.0,5250.0
N,3,2,5,20,No,0,No,No,Yes,Yes,Yes,Yes,No,360,0,No,No,No,No,No,بدر,South of Riyadh,720000.0,2000.0
N,3,1,5,5,No,0,No,No,No,Yes,Yes,Yes,No,350,2,No,Yes,No,No,No,النرجس,North of Riyadh,2770000.0,7914.285714285715
W,3,2,3,15,No,7,Yes,No,Yes,Yes,Yes,Yes,No,405,2,Yes,No,No,No,No,الخليج,East of Riyadh,1800000.0,4444.444444444444
S,3,1,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,270,1,No,No,No,No,No,المهدية,West of Riyadh,1550000.0,5740.740740740741
E,4,3,4,20,Yes,0,Yes,Yes,Yes,Yes,Yes,No,Yes,280,0,Yes,No,No,No,No,العزيزية,South of Riyadh,1060000.0,3785.714285714286
N,7,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,950000.0,3800.0
E,7,5,5,15,No,10,No,Yes,Yes,Yes,Yes,Yes,No,375,2,No,No,No,No,No,ظهرة لبن,West of Riyadh,1800000.0,4800.0
N,4,2,5,15,Yes,0,No,Yes,No,Yes,Yes,Yes,Yes,200,0,Yes,Yes,No,No,No,طويق,West of Riyadh,1000000.0,5000.0
S,5,2,3,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,330,0,No,No,No,No,No,العارض,North of Riyadh,2700000.0,8181.818181818182
E,5,3,4,15,Yes,0,No,No,No,Yes,No,No,No,375,2,No,Yes,No,No,No,القادسية,East of Riyadh,1900000.0,5066.666666666667
E,4,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,225,0,Yes,No,No,No,No,بدر,South of Riyadh,850000.0,3777.777777777778
E,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,260,0,Yes,No,No,No,No,بدر,South of Riyadh,950000.0,3653.846153846154
S,4,1,5,15,Yes,0,No,No,No,Yes,No,No,No,277,0,No,No,No,No,No,المونسية,East of Riyadh,2100000.0,7581.227436823105
E,4,3,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,265,0,Yes,No,No,No,Yes,الحزم,West of Riyadh,1050000.0,3962.264150943396
S,5,3,5,25,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,380,2,Yes,No,No,No,No,عكاظ,South of Riyadh,1250000.0,3289.4736842105262
E,5,3,5,20,No,0,Yes,No,No,Yes,Yes,Yes,No,375,0,Yes,Yes,No,Yes,No,الندى,North of Riyadh,4700000.0,12533.333333333334
E,7,2,5,20,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,No,312,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1700000.0,5448.717948717948
W,5,2,5,15,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,210,0,Yes,No,No,No,No,طيبة,South of Riyadh,780000.0,3714.285714285714
S,5,1,5,20,Yes,2,No,Yes,Yes,Yes,No,Yes,No,324,2,No,No,No,No,No,الرمال,East of Riyadh,1550000.0,4783.950617283951
N,4,2,4,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,312,2,Yes,No,No,No,No,الحزم,West of Riyadh,1400000.0,4487.179487179487
S,7,1,5,15,No,4,No,No,Yes,No,Yes,Yes,No,450,2,Yes,No,No,No,No,ظهرة لبن,West of Riyadh,2000000.0,4444.444444444444
W,4,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,250,0,Yes,No,No,No,No,الرمال,East of Riyadh,1800000.0,7200.0
W,7,2,5,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,200,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2400000.0,12000.0
S,4,2,4,15,No,0,Yes,Yes,Yes,Yes,No,Yes,No,317,1,Yes,No,Yes,No,No,الحزم,West of Riyadh,1450000.0,4574.132492113565
N,4,2,5,20,No,5,No,No,No,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,ظهرة لبن,West of Riyadh,1100000.0,5500.0
S,5,3,5,15,Yes,22,Yes,No,Yes,Yes,Yes,Yes,No,500,0,Yes,No,No,No,No,اشبيلية,East of Riyadh,2000000.0,4000.0
E,3,1,3,15,No,0,No,No,No,Yes,No,No,No,280,0,No,No,No,No,No,العزيزية,South of Riyadh,1000000.0,3571.428571428572
N,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,350,1,Yes,No,No,No,No,الدار البيضاء,South of Riyadh,1160000.0,3314.285714285714
N,5,2,5,20,No,0,No,Yes,Yes,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1170000.0,3900.0
N,5,1,5,20,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,375,2,Yes,Yes,No,No,No,النهضة,East of Riyadh,2300000.0,6133.333333333333
E,5,2,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,Yes,No,No,طويق,West of Riyadh,960000.0,4800.0
N,4,2,3,14,No,0,No,No,No,Yes,No,No,No,300,0,No,No,No,No,No,طويق,West of Riyadh,1170000.0,3900.0
E,5,3,5,15,No,0,No,No,Yes,Yes,Yes,Yes,Yes,275,0,Yes,No,No,No,No,بدر,South of Riyadh,950000.0,3454.5454545454545
E,6,2,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1450000.0,4833.333333333333
N,5,1,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1350000.0,4500.0
E,5,3,5,25,Yes,0,No,No,Yes,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,الحزم,West of Riyadh,1200000.0,4000.0
W,5,3,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,400,2,Yes,Yes,No,No,No,القادسية,East of Riyadh,2400000.0,6000.0
W,5,3,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,440,0,Yes,No,Yes,No,No,طويق,West of Riyadh,1300000.0,2954.5454545454545
S,4,4,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,378,2,Yes,No,No,No,No,الرمال,East of Riyadh,1700000.0,4497.354497354498
E,5,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,No,390,0,Yes,No,Yes,No,Yes,طويق,West of Riyadh,1230000.0,3153.846153846154
E,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,225,0,Yes,No,No,No,No,الحزم,West of Riyadh,1200000.0,5333.333333333333
W,4,1,5,15,Yes,0,No,Yes,No,Yes,No,Yes,No,360,2,Yes,No,No,No,No,طويق,West of Riyadh,1500000.0,4166.666666666667
E,4,2,5,20,Yes,0,No,Yes,No,Yes,No,Yes,No,300,1,Yes,Yes,No,No,No,الشرق,East of Riyadh,1470000.0,4900.0
N,5,2,5,20,Yes,0,No,No,Yes,Yes,No,Yes,No,450,0,Yes,No,No,No,No,المهدية,West of Riyadh,2100000.0,4666.666666666667
N,5,2,4,15,Yes,6,Yes,No,Yes,Yes,Yes,Yes,Yes,200,0,No,No,Yes,No,No,ظهرة لبن,West of Riyadh,1300000.0,6500.0
S,5,2,5,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,400,0,Yes,Yes,No,No,No,الياسمين,North of Riyadh,4600000.0,11500.0
S,3,2,2,20,No,0,Yes,No,No,Yes,No,Yes,Yes,250,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2200000.0,8800.0
NE,7,5,5,30,No,26,No,No,Yes,Yes,Yes,Yes,Yes,675,4,Yes,No,No,No,No,الفيحاء,East of Riyadh,2600000.0,3851.851851851852
W,3,3,2,15,Yes,0,Yes,No,No,Yes,Yes,Yes,No,310,1,Yes,Yes,No,No,No,السعادة,East of Riyadh,1900000.0,6129.032258064516
W,5,2,5,18,Yes,0,No,No,No,Yes,Yes,Yes,Yes,350,2,Yes,No,No,No,No,النهضة,East of Riyadh,2100000.0,6000.0
N,4,2,5,17,No,2,No,Yes,Yes,Yes,No,Yes,No,536,2,Yes,No,No,No,No,احد,South of Riyadh,1250000.0,2332.089552238806
N,4,4,5,15,Yes,16,Yes,No,Yes,Yes,Yes,Yes,No,412,2,Yes,No,No,No,No,الملقا,North of Riyadh,3700000.0,8980.582524271844
W,4,1,4,20,Yes,0,Yes,No,No,Yes,Yes,Yes,No,420,1,Yes,Yes,No,No,No,النرجس,North of Riyadh,4000000.0,9523.809523809525
SE,5,3,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,200,0,Yes,Yes,No,No,No,المهدية,West of Riyadh,1600000.0,8000.0
NE,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,312,0,Yes,No,No,No,No,بدر,South of Riyadh,1150000.0,3685.897435897436
N,4,1,4,15,No,0,Yes,No,No,Yes,Yes,Yes,No,312,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,2300000.0,7371.794871794872
E,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,270,1,No,No,No,No,No,طويق,West of Riyadh,1300000.0,4814.814814814815
N,5,5,5,20,No,0,No,Yes,Yes,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,طويق,West of Riyadh,900000.0,4500.0
NW,3,1,5,20,No,0,No,No,No,Yes,Yes,Yes,No,357,0,Yes,No,No,No,No,العارض,North of Riyadh,2700000.0,7563.0252100840335
E,1,2,5,12,No,35,Yes,No,No,Yes,No,Yes,No,375,5,Yes,No,No,No,No,النسيم الغربي,East of Riyadh,800000.0,2133.333333333333
E,4,2,4,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,310,1,Yes,No,No,No,No,العريجاء الغربية,West of Riyadh,1500000.0,4838.709677419355
E,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,Yes,No,No,طويق,West of Riyadh,1100000.0,4400.0
SE,7,3,5,15,No,28,Yes,No,Yes,Yes,Yes,Yes,No,500,2,Yes,No,No,No,No,الملز,East of Riyadh,1800000.0,3600.0
W,5,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,270,0,Yes,No,No,No,No,الحزم,West of Riyadh,1080000.0,4000.0
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1650000.0,5500.0
N,5,2,4,16,No,0,Yes,No,Yes,Yes,No,Yes,Yes,350,2,Yes,Yes,No,No,No,بدر,South of Riyadh,1100000.0,3142.8571428571427
E,5,3,5,25,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,365,2,Yes,No,No,No,No,البيان,East of Riyadh,2000000.0,5479.45205479452
N,6,4,5,20,Yes,3,No,Yes,Yes,Yes,Yes,Yes,No,433,3,No,No,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1900000.0,4387.990762124711
N,7,2,5,20,No,9,No,No,No,Yes,No,No,No,450,0,No,No,No,No,No,طويق,West of Riyadh,1900000.0,4222.222222222223
NE,7,4,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,No,513,3,No,No,No,No,No,السلام,East of Riyadh,1308150.0,2550.0
S,5,5,5,15,Yes,6,Yes,No,Yes,Yes,No,Yes,No,400,0,Yes,No,No,No,No,الملقا,North of Riyadh,3000000.0,7500.0
S,5,2,2,15,Yes,0,Yes,No,No,Yes,Yes,No,No,360,1,Yes,No,No,No,No,الرمال,East of Riyadh,1700000.0,4722.222222222223
N,4,3,5,20,Yes,0,No,No,No,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,طويق,West of Riyadh,1600000.0,4266.666666666667
S,6,2,5,16,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,No,360,0,Yes,No,No,No,No,طويق,West of Riyadh,1300000.0,3611.1111111111113
S,5,2,5,18,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,302,3,Yes,No,No,No,No,الرمال,East of Riyadh,2000000.0,6622.516556291391
S,5,2,5,31,Yes,5,Yes,No,Yes,Yes,No,Yes,Yes,360,2,Yes,No,No,No,No,النهضة,East of Riyadh,2300000.0,6388.888888888889
S,3,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,No,400,3,No,No,No,No,No,طويق,West of Riyadh,1300000.0,3250.0
NE,4,2,4,20,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,250,0,Yes,No,No,No,No,طويق,West of Riyadh,1250000.0,5000.0
S,4,1,4,18,Yes,0,No,No,Yes,No,Yes,Yes,No,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1650000.0,5500.0
N,5,2,5,5,Yes,0,No,No,No,Yes,No,No,No,450,2,No,No,No,No,No,ظهرة لبن,West of Riyadh,2500000.0,5555.555555555556
N,5,3,5,21,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,طويق,West of Riyadh,1550000.0,4133.333333333333
S,5,2,5,20,Yes,0,No,Yes,No,Yes,No,Yes,No,312,1,Yes,No,No,No,No,الحزم,West of Riyadh,1300000.0,4166.666666666667
S,4,2,5,15,Yes,0,Yes,No,No,Yes,Yes,Yes,No,312,1,Yes,No,No,No,No,المونسية,East of Riyadh,2200000.0,7051.282051282052
W,5,3,5,20,No,0,Yes,No,Yes,Yes,Yes,Yes,No,405,1,Yes,Yes,Yes,Yes,No,العارض,North of Riyadh,3300000.0,8148.148148148148
S,5,2,5,15,Yes,0,Yes,No,No,No,No,Yes,No,312,2,Yes,No,No,No,No,النرجس,North of Riyadh,3000000.0,9615.384615384615
S,5,2,5,18,No,0,No,No,No,Yes,No,Yes,No,313,2,Yes,Yes,No,No,No,المونسية,East of Riyadh,2300001.0,7348.246006389776
N,4,1,4,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,310,2,Yes,No,No,No,No,السعادة,East of Riyadh,1700000.0,5483.870967741936
NE,7,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,450,2,No,No,No,No,No,الشرق,East of Riyadh,3300000.0,7333.333333333333
S,4,2,3,21,No,20,No,Yes,No,Yes,No,Yes,No,470,0,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,2553.191489361702
S,4,1,5,20,Yes,0,No,Yes,No,Yes,No,Yes,No,360,2,Yes,No,No,No,No,طويق,West of Riyadh,1500000.0,4166.666666666667
E,5,2,4,20,No,0,Yes,No,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,الرمال,East of Riyadh,1500000.0,6000.0
E,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,السويدي,West of Riyadh,950000.0,4750.0
N,6,3,5,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,350,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2800000.0,8000.0
S,4,2,5,20,No,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,500,0,Yes,No,Yes,No,No,اشبيلية,East of Riyadh,2000000.0,4000.0
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1230000.0,4100.0
S,4,2,4,20,No,0,No,Yes,Yes,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1150000.0,3833.3333333333335
S,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,360,2,Yes,No,No,No,No,بدر,South of Riyadh,1280000.0,3555.555555555556
NW,4,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,1,Yes,No,No,No,No,طويق,West of Riyadh,1570000.0,4186.666666666667
S,5,3,5,18,No,0,No,Yes,Yes,Yes,Yes,Yes,No,420,2,No,No,No,No,No,بدر,South of Riyadh,1370000.0,3261.904761904762
NW,4,2,5,20,No,8,Yes,No,Yes,Yes,Yes,Yes,No,394,2,Yes,No,No,No,No,الرمال,East of Riyadh,1850000.0,4695.431472081218
E,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,No,No,No,No,No,بدر,South of Riyadh,970000.0,3233.333333333333
E,5,2,5,24,Yes,0,No,No,No,Yes,No,No,Yes,325,0,No,No,No,No,No,عكاظ,South of Riyadh,1090000.0,3353.846153846154
N,5,3,5,18,Yes,0,Yes,No,Yes,Yes,No,Yes,No,337,1,Yes,Yes,No,No,No,النرجس,North of Riyadh,2850000.0,8456.973293768546
S,5,2,3,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,طويق,West of Riyadh,1600000.0,4266.666666666667
E,4,1,5,15,No,0,Yes,No,No,Yes,Yes,Yes,No,360,0,Yes,Yes,No,No,No,النهضة,East of Riyadh,2250000.0,6250.0
N,4,1,3,20,No,0,Yes,No,No,Yes,No,Yes,No,350,0,Yes,No,No,No,No,العارض,North of Riyadh,3500000.0,10000.0
S,5,3,5,17,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,طويق,West of Riyadh,1700000.0,4533.333333333333
N,4,3,5,15,Yes,0,Yes,No,No,Yes,No,Yes,No,264,1,No,No,No,No,No,النرجس,North of Riyadh,2600000.0,9848.484848484848
S,4,3,5,18,No,0,No,Yes,Yes,Yes,Yes,Yes,No,350,0,Yes,No,No,No,No,طيبة,South of Riyadh,1250000.0,3571.428571428572
N,5,5,5,17,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1200000.0,4000.0
N,5,2,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,273,1,Yes,No,No,No,No,الرمال,East of Riyadh,1450000.0,5311.355311355312
E,4,1,3,15,No,0,No,Yes,Yes,Yes,No,Yes,No,230,0,Yes,No,No,No,No,الشفا,South of Riyadh,830000.0,3608.695652173913
S,4,1,2,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,طويق,West of Riyadh,1650000.0,4400.0
N,5,3,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,429,0,Yes,Yes,No,No,No,الياسمين,North of Riyadh,4700000.0,10955.710955710956
S,5,3,5,20,Yes,0,No,No,Yes,Yes,No,Yes,Yes,200,0,No,Yes,No,No,No,المهدية,West of Riyadh,1600000.0,8000.0
N,4,2,5,20,No,0,No,No,Yes,Yes,Yes,No,No,375,0,Yes,Yes,No,No,No,الملقا,North of Riyadh,4600000.0,12266.666666666666
W,4,2,5,25,No,0,No,No,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,السويدي,West of Riyadh,1100000.0,5500.0
W,5,1,5,20,Yes,0,No,No,Yes,Yes,No,Yes,Yes,200,0,Yes,Yes,No,No,No,المهدية,West of Riyadh,1600000.0,8000.0
N,4,1,5,15,Yes,2,No,Yes,Yes,Yes,Yes,Yes,No,276,2,Yes,No,No,No,No,الرمال,East of Riyadh,1400000.0,5072.463768115942
N,4,3,5,16,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,العريجاء الغربية,West of Riyadh,1020000.0,5100.0
E,5,2,4,20,No,0,No,No,No,Yes,No,No,No,360,0,No,No,No,No,No,النرجس,North of Riyadh,3750008.0,10416.68888888889
W,4,2,5,21,Yes,0,No,Yes,Yes,Yes,No,Yes,No,300,1,Yes,No,No,No,No,عكاظ,South of Riyadh,1200000.0,4000.0
E,4,3,5,15,Yes,0,Yes,No,No,Yes,No,Yes,Yes,250,0,Yes,No,No,No,No,العارض,North of Riyadh,2450000.0,9800.0
W,5,1,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,No,420,0,Yes,No,Yes,No,No,عكاظ,South of Riyadh,1130000.0,2690.4761904761904
N,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,294,0,Yes,No,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1350000.0,4591.836734693878
S,4,2,3,15,Yes,0,No,No,No,Yes,No,No,No,200,0,No,No,No,No,No,طويق,West of Riyadh,950000.0,4750.0
S,5,3,5,15,Yes,0,No,No,Yes,Yes,No,Yes,No,320,0,Yes,No,No,No,No,المهدية,West of Riyadh,2300000.0,7187.5
E,7,2,5,15,Yes,0,No,Yes,No,Yes,No,Yes,No,250,0,No,No,No,No,No,طويق,West of Riyadh,1270000.0,5080.0
S,3,1,5,20,Yes,0,No,No,Yes,Yes,No,Yes,No,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1700000.0,5666.666666666667
E,5,4,3,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,طويق,West of Riyadh,1160000.0,3866.6666666666665
E,7,3,5,25,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,2000,4,Yes,No,No,No,No,الشرق,East of Riyadh,3000000.0,1500.0
S,5,3,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,300,1,Yes,No,No,No,No,المونسية,East of Riyadh,2650000.0,8833.333333333334
E,5,4,5,20,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,338,0,Yes,No,No,No,No,بدر,South of Riyadh,1100000.0,3254.437869822485
S,4,3,4,15,Yes,2,Yes,No,Yes,Yes,Yes,Yes,No,260,0,Yes,No,No,No,No,القيروان,North of Riyadh,2500000.0,9615.384615384615
N,5,5,5,25,No,6,Yes,Yes,Yes,Yes,Yes,Yes,No,450,2,Yes,No,No,No,No,طويق,West of Riyadh,1300000.0,2888.8888888888887
E,7,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1050000.0,3500.0
S,6,3,5,20,Yes,0,No,No,Yes,Yes,No,Yes,No,250,0,Yes,No,No,No,No,المهدية,West of Riyadh,2000000.0,8000.0
N,5,2,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,200,0,No,No,No,No,No,طويق,West of Riyadh,1000000.0,5000.0
E,5,1,3,15,No,0,No,Yes,Yes,Yes,No,Yes,No,420,0,No,No,No,No,No,طيبة,South of Riyadh,720000.0,1714.2857142857142
SE,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,294,1,Yes,No,No,No,No,الرمال,East of Riyadh,1750000.0,5952.380952380952
N,5,4,2,21,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,330,1,Yes,No,No,No,No,بدر,South of Riyadh,1180000.0,3575.757575757576
SW,4,2,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,405,2,Yes,Yes,No,No,No,النهضة,East of Riyadh,2300000.0,5679.0123456790125
N,4,2,5,21,Yes,0,No,No,Yes,Yes,Yes,Yes,No,455,2,Yes,No,No,No,No,البيان,East of Riyadh,2000000.0,4395.604395604396
SE,5,2,5,20,Yes,2,No,No,Yes,Yes,Yes,Yes,Yes,354,0,No,No,No,No,No,طويق,West of Riyadh,1250000.0,3531.0734463276835
N,5,3,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1000000.0,3333.333333333333
E,5,3,5,28,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,No,512,2,Yes,No,Yes,No,No,قرطبة,East of Riyadh,3500000.0,6835.9375
W,5,1,5,20,No,0,No,No,No,Yes,No,No,No,250,0,No,No,No,No,No,المونسية,East of Riyadh,1750000.0,7000.0
N,3,1,3,20,Yes,0,Yes,No,Yes,Yes,No,Yes,No,210,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2500000.0,11904.761904761905
Three Street,5,4,4,12,Yes,26,Yes,No,Yes,Yes,Yes,Yes,No,750,0,Yes,No,No,No,No,الملك فهد,North of Riyadh,3300000.0,4400.0
S,6,2,2,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,2,Yes,Yes,No,No,No,مطار الملك خالد الدولي,East of Riyadh,1290000.0,4300.0
NE,4,2,5,18,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,330,1,Yes,No,No,No,No,بدر,South of Riyadh,1200000.0,3636.363636363637
E,4,3,5,21,No,5,Yes,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,No,Yes,No,No,طويق,West of Riyadh,1350000.0,3600.0
W,1,2,4,20,Yes,0,No,No,No,Yes,Yes,Yes,No,420,0,No,Yes,Yes,Yes,No,النرجس,North of Riyadh,3900000.0,9285.714285714286
E,4,1,5,15,Yes,0,No,Yes,Yes,Yes,No,Yes,No,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1500000.0,5000.0
S,5,2,5,20,No,0,No,Yes,Yes,Yes,No,Yes,Yes,260,0,Yes,No,No,No,No,بدر,South of Riyadh,940000.0,3615.3846153846152
W,4,2,5,20,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,260,0,Yes,No,No,No,No,طيبة,South of Riyadh,840000.0,3230.769230769231
S,5,1,3,20,No,0,No,No,Yes,Yes,No,Yes,No,375,0,No,No,No,No,No,الدار البيضاء,South of Riyadh,770000.0,2053.333333333333
S,4,2,3,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,390,1,No,No,Yes,No,No,بدر,South of Riyadh,1250000.0,3205.128205128205
SE,4,3,5,25,No,7,No,Yes,Yes,Yes,Yes,Yes,No,777,2,Yes,No,No,No,No,اشبيلية,East of Riyadh,4000000.0,5148.005148005148
E,5,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,طويق,West of Riyadh,1600000.0,4266.666666666667
NW,4,2,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,288,0,Yes,Yes,No,No,No,الملقا,North of Riyadh,3200000.0,11111.111111111111
E,4,3,5,15,No,11,Yes,No,Yes,Yes,Yes,Yes,No,350,1,Yes,No,No,No,Yes,اشبيلية,East of Riyadh,2200000.0,6285.714285714285
S,5,3,5,15,No,0,No,Yes,Yes,Yes,Yes,Yes,No,400,1,Yes,Yes,No,Yes,No,المهدية,West of Riyadh,2150000.0,5375.0
W,4,3,4,20,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,300,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,2800000.0,9333.333333333334
W,3,2,5,21,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,العارض,North of Riyadh,2250000.0,11250.0
